ICIS_FACILITY_INTEREST_ID,NPDES_ID,FACILITY_UIN,FACILITY_TYPE_CODE,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,CITY,COUNTY_CODE,STATE_CODE,ZIP,GEOCODE_LATITUDE,GEOCODE_LONGITUDE,IMPAIRED_WATERS
3405891,MD0020931,110019869490.0,FDF,NIH ANIMAL CENTER,ELMER SCHOOL ROAD,MONTGOMERY COUNTY,BETHESDA,MD031,MD,20837,39.123645,-77.485211,303(D) Listed
3360557,NH0022055,110000734313.0,POF,ENTHALPY ANALYTICAL,1 LAFAYETTE ROAD,,HAMPTON,NH015,NH,03843,42.922778,-70.855556,
3360561,NH0022888,110009418923.0,CTG,N.E. POWER - COMERFORD STATION,OFF ROUTE 135,,MONROE,NH009,NH,03771,44.280889,-72.012194,
3360571,NH0023361,110021167011.0,POF,NEWINGTON POWER FACILITY,200 SHATTUCK WAY,,NEWINGTON,NH015,NH,03801,43.105,-70.806944,303(D) Listed
3358056,NMU000173,110011029528.0,,"CERVANTES ENTERPRISES, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358057,NMU000174,110011029537.0,,BYRDS GARAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358058,NMU000176,110009148234.0,,TOM BLACK ENTERPRISES,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358060,NMU000179,110011029573.0,,UNITED AUTO SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358062,NMU000183,110011029591.0,,CORONADO WRECKING & SALVAGE CO,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358063,NMU000186,110009148252.0,,ALBUQUERQUE FOREIGN AUTO PARTS,UNKNOWN,,ALBUQUERQUE,NM001,NM,00000,35.005489,-106.650574,
3358065,NMU000189,110011029635.0,,B & C AUTO PARTS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3405561,MDG766381,110012806151.0,POF,HAMPTON INN - BOWIE,15202 MAJOR LANSDALE BLVD.,PRINCE GEORGE'S COUNTY,BOWIE,MD033,MD,20716,38.950694,-76.738866,303(D) Listed
3405562,MDG766383,110019906609.0,POF,"SUMMER HILL CLUB,INC.",13709-1/2 HARCUM ROAD,BALTIMORE COUNTY,PHOENIX,MD005,MD,21131,39.50579,-76.572239,303(D) Listed
3404993,MDU000041,110011129233.0,POF,OTTER POINT DEVELOPMENT CORP.,UNKNOWN,,,MD025,MD,00000,,,
3404994,MDU000042,110009024670.0,POF,NORTH FOREST,UNKNOWN,,,MD003,MD,00000,,,
3404995,MDU000043,110011129242.0,POF,GEMCRAFT HOMES,UNKNOWN,,,MD025,MD,00000,,,
3358039,NMU000117,110011029314.0,,EPICENTER DAIRY,UNKNOWN,,HAGERMAN,NM005,NM,00000,33.12099,-104.3879,
3358040,NMU000123,110011029332.0,,TOM VISSER DAIRY,"4003-, 4067 E GRAND PLAINS RD",,DEXTER,,NM,88230,33.339162,-104.396764,
3358042,NMU000127,110011029369.0,,CHEYENNE DAIRY #1 & #3,170 CHEYENNE ROAD,,DEXTER,NM005,NM,88230,33.344846,-104.490396,
3406651,MA0000311,110000496017.0,POF,CUMBERLAND ENGINEERING DIV.,D/B/A ACS AUXILIARIES GROUP,108 RODDY AVENUE,SOUTH ATTLEBORO,MA005,MA,02703,41.893056,-71.382222,303(D) Listed
3406652,MA0000469,110063898661.0,POF,SEAMAN PAPER OF MASSACHUSETTS,51 MAIN STREET,MAIN STREET,TEMPLETON ,MA027,MA,01436,42.595,-72.052778,303(D) Listed
3406653,MA0000531,110013406661.0,POF,BOSTON SAND & GRAVEL CO,500 FRONT STREET,,CHARLESTOWN,MA025,MA,02129,42.364111,-71.062194,303(D) Listed
3385811,HI1121431,110006863821.0,FDF,STORMWATER SYSTEM,FORT DERUSSY,,HONOLULU,HI003,HI,96815,21.482889,-158.04175,303(D) Listed
3358000,NMU000046,110011029886.0,,R.C. BENNETT,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358001,NMU000047,110011029895.0,,ROWLAND TRUCKING,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358004,NMU000050,110011029920.0,,SANDERO PETROLEUM,UNKNOWN,,UNKNOWN,,NM,00000,,,
3405516,MDG766428,110001247730.0,POF,BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,MONTGOMERY COUNTY,BETHESDA,MD031,MD,20817,39.012322,-77.156029,303(D) Listed
3406351,MAD000010,110008993054.0,POF,COHASSET GOLF CLUB,UNKNOWN,,COHASSET,MA021,MA,00000,42.25496,-70.84019,
3406353,MAD000013,110009585822.0,POF,COHASSET SERVICE CENTER,UNKNOWN,,COHASSET,MA021,MA,00000,42.236263,-70.7979,
5649446,TXR10UR88,110013808139.0,,WAL-MART SUPERCENTER #565-01,3801 W. HWY 31,,CORSICANA,TX349,TX,75110,32.068873,-96.506845,
5649534,UTR000205,110014433853.0,POF,A J DEAN & SON READY MIX CONC,6695 SOUTH WASATCH BLVD,,SALT LAKE CITY,UT035,UT,84121,40.629885,-111.797977,303(D) Listed
3405527,MDG766439,110013344791.0,POF,RIVERDALE TOWNE APARTMENTS,6828 RIVERDALE ROAD,PRINCE GEORGE'S COUNTY,LANHAM,MD033,MD,20706,38.964331,-76.896528,303(D) Listed
3405609,MDG766247,110019906690.0,POF,EAGLE'S NEST CAMPGROUND,12612 EAGLES NEST ROAD,WORCHESTER COUNTY,BERLIN,MD047,MD,21811,38.305267,-75.119851,
3405611,MDG766249,110002021614.0,POF,CHESTNUT RIDGE COUNTRY CLUB,11700 FALLS ROAD,BALTIMORE COUNTY,LUTHERVILLE,MD005,MD,21093,39.44485,-76.686584,303(D) Listed
3405614,MDG766252,110012668737.0,POF,CHESAPEAKE CENTER,50 HAPPY VALLEY ROAD,CECIL COUNTY,PORT DEPOSIT,MD015,MD,21094,39.597841,-76.084559,303(D) Listed
3405619,MDG766257,110019907877.0,POF,BAYVIEW CONDOMINIUMS,LONGPOINT ROAD,QUEEN ANNE'S COUNTY,GRASONVILLE,MD035,MD,21638,38.97104,-76.22669,303(D) Listed
3405620,MDG766258,110012659006.0,POF,CAMP EAGLE,3851 PRICE'S DISTILLERY ROAD,FREDERICK COUNTY,IJAMSVILLE,MD021,MD,21754,39.338415,-77.305493,
3405621,MDG766259,110012668764.0,POF,BEAVER CREEK GOLF COURSE,9535 MAPLEVILLE ROAD,WASHINGTON COUNTY,HAGERSTOWN,MD043,MD,21740,39.577945,-77.644853,303(D) Listed
5649562,UTU000104,110014388563.0,MWD,CENTERFIELD TOWN,P O BOX 220200,P O BOX 220200,CENTERFIELD,UT011,UT,84622,39.1197,-111.8309,
5649563,UTU000105,110014433871.0,UNK,HANKSVILLE TOWN,"STAN ALVEY, MAJOR",P. O. BOX 127,HANKSVILLE,UT055,UT,84734,0.0,0.0,
5649564,UTU000106,110014433906.0,UNK,CITY OF MOAB,PEDESTRIAN DIVERSION DITCH,500 W WILLIAMS WAY,MOAB,UT019,UT,84532,38.611,-109.4072,
3406355,MAD000016,110000310351.0,POF,HERO COATINGS,UNKNOWN,,NEWBURYPORT,MA009,MA,00000,42.801842,-70.893663,
3406356,MAD000017,110000732672.0,CTG,MEDFIELD D P W,UNKNOWN,,MEDFORD,MA017,MA,00000,,,
3313991,PRU080042,110010955948.0,,"FUTURA DEVELOPMENT OF PR, INC.",UNKNOWN,,UNKNOWN,,PR,00000,,,
3313992,PRU080045,110010955966.0,,CORPORACION NACIONAL,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313993,PRU080048,110010955984.0,,JOSE ROJAS CORTES HIGH SCHOOL,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313995,PRU080054,110045710940.0,,BAYAMON CONCRETE INDUSTRIES IN,UNKNOWN,,BAYAMON,,PR,00000,18.40355,-66.178197,303(D) Listed
3313996,PRU080056,110010956037.0,,CORPORACION NACIONAL DE DESARR,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313997,PRU080059,110010955243.0,,CLUB NAUTICO DE PARGUERA,UNKNOWN,,UNKNOWN,,PR,00000,,,
3313998,PRU080062,110010955270.0,,MUNICIPALITY OF TOA BAJA,CALLE,,TOA BAJA,PR137,PR,00951,,,
3275889,MDG491600,110006807474.0,POF,MARSHYHOPE SAND/GRAVEL LLC.,2539 VETERANS DRIVE,DORCHESTER COUNTY,FEDERALSURG,MD011,MD,21632,38.676984,-75.776126,
3275891,MDG492282,110011135253.0,,"MOUNTAIN MATERIALS, INC.",2300 OSBURN LANE,,JOPPA,MD025,MD,21085,39.461111,-76.352778,303(D) Listed
3275894,MDG492472,110001828586.0,POF,FINKSBURG PLANT,2910 INDUSTRIAL PARK DRIVE,CARROLL COUNTY,FINKSBURG,MD013,MD,21048,39.498611,-76.891667,303(D) Listed
3275895,MDG492568,110011135306.0,POF,AMERICAN PAVING CORP,PEGGY NECK ROAD,,PRINCESS ANNE,MD039,MD,21853,38.25773,-75.65042,
3275896,MDG492709,110001254963.0,POF,"ROCKVILLE FUEL & FEED CO., INC. - PLANT 1 & 3",14901 SOUTHLAWN LANE,MONTGOMERY COUNTY,ROCKVILLE,MD031,MD,20850,39.100328,-77.135232,
3278890,IN0020044,110000731904.0,MWD,ALEXANDRIA WWTP,CR 1706 W 1100 N,,ALEXANDRIA,IN095,IN,46001,40.263417,-85.704583,303(D) Listed
3278893,IN0020125,110039895799.0,MWD,ROYAL CENTER WWTP,7100 W 650 N,FREDRICKS DITCH,ROYAL CENTER,IN017,IN,46978,40.862222,-86.508778,
3278895,IN0020176,110003137837.0,MWD,MONTICELLO WWTP,705 EAST ST,,MONTICELLO,IN181,IN,479602426,40.736,-86.755917,303(D) Listed
3278896,IN0024520,110000578116.0,MWD,SOUTH BEND MUNICIPAL WWTP,3113 RIVERSIDE DR,,SOUTH BEND,IN141,IN,46628,41.69675,-86.448,303(D) Listed
3349091,OK0000744,110000598639.0,POF,INTERNATIONAL PAPER CO. - VALLIANT,890 IP LANE,"S28,33,AND 34T06SR21EIM",VALLIANT,OK089,OK,74764,33.998611,-95.110833,
3349094,OK0000825,110000453697.0,POF,WYNNEWOOD REFINING COMPANY,906 S. POWELL,S23T02NR01EIM,WYNNEWOOD,OK049,OK,73098,34.631389,-97.168056,
3346760,PA0026140,110001061047.0,CTG,ROCHESTER AREA JT SEW AUTH - STP,200 WATER ST,,ROCHESTER,PA007,PA,15074-2232,40.697861,-80.287278,303(D) Listed
3424208,AKG520382,110009005183.0,POF,F/V BEAUTY BAY (959086),UNKNOWN,"F/V BEAUTY BAY, USCG NO. 959086",UNKNOWN,,AK,00000,,,
3424209,AKG520387,110009005192.0,POF,PACIFIC LONGLINE COMPANY LLC,UNKNOWN,"F/V LILLI ANN, USCG NO. 976538",UNKNOWN,,AK,00000,,,
3424210,AKG520388,110011383270.0,POF,F/V ARCTIC FJORD (940866),UNKNOWN,"F/V ARCTIC FJORD, USCG NO. 940866",UNKNOWN,,AK,00000,,,
3424796,AKG375655,110012815873.0,POF,CHARLES SILER / BEAR CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424797,AKG375751,110012757016.0,POF,DALE R MCGAHAN / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3360486,NHU250597,110011032952.0,,CLAIRMONT FLOCK CO.,UNKNOWN,,CLAREMONT,NH019,NH,00000,43.375768,-72.346276,
3360487,NHU250601,110011032961.0,,CROWLEY FOODS,UNKNOWN,,PENACOOK,NH013,NH,00000,43.29109,-71.6048,
3405627,MDG766265,110012751076.0,POF,FORT WASHINGTON POOL ASSOC.,END OF KING CHARLES TERRACE,PRINCE GEORGE'S COUNTY,FORT WASHINGTON,MD033,MD,20744,38.703882,-77.025249,303(D) Listed
3405631,MDG766269,110019907118.0,POF,HENSON SCOUT RESERVATION,5700 NANTICOKE ROAD,DORCHESTER COUNTY,RHODESDALE,MD019,MD,21659,38.547813,-75.748234,303(D) Listed
3405632,MDG766270,110012751129.0,POF,RIVERSCAPE APARTMENTS,2600 MIDWAY BRANCH DRIVE,ANNE ARUNDEL COUNTY,ODENTON,MD003,MD,21113,39.062228,-76.724776,303(D) Listed
3406303,MA0102431,110009917448.0,MWD,HARDWICK W P C - WHEELWRIGHT,PINE STREET,,WHEELWRIGHT,MA027,MA,01094,42.353806,-72.142611,
3406305,MA0102610,110000563337.0,MWD,LYNN WATER TREATMENT PLANT,390 PARKLAND AVENUE,,LYNN,MA009,MA,01901,42.477452,-70.972956,
3406279,MA0101711,110000550984.0,MWD,BILLERICA W W T P,70 LETCHWORTH AVE,,BILLERICA,MA017,MA,01821,42.608056,-71.290556,
3406280,MA0101737,110045704608.0,MWD,MARSHFIELD WASTEWATER FACILITY,200 TOWN PIER ROAD,,MARSHFIELD,MA023,MA,02020,42.0877091,-70.6444635,
3405772,MDG766137,110012669255.0,POF,COURTYARD AT MARRIOTT-LANDOVER,8330 CORPORATE DRIVE,PRINCE GEORGE'S COUNTY,LANDOVER,MD033,MD,20785,38.946892,-76.863493,303(D) Listed
3357916,NMU000323,110011028681.0,,"MESA AIRLINES, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3357917,NMU000325,110011028707.0,,"AMREP SOUTHWEST, INC.",UNKNOWN,,RIO RANCHO,NM001,NM,00000,35.262552,-106.633071,
3357918,NMU000327,110011028716.0,,NM HIGHWAY 48 RECONSTRUCTION,UNKNOWN,,UNKNOWN,,NM,00000,,,
3357920,NMU000330,110009148136.0,,MCANALLY EGG FARM,UNKNOWN,,UNKNOWN,,NM,00000,,,
3357921,NMU000331,110011028743.0,,HIGHLAND DAIRY,650  CR O,,CLOVIS,,NM,88101,34.360833,-103.28417,
3357198,NY0026999,110000734876.0,MWD,GREAT NECK WPC DISTRICT,236 EAST SHORE ROAD,,GREAT NECK,NY059,NY,11023,40.797222,-73.713889,303(D) Listed
3357870,NMU000241,110011029127.0,,NORTH FORTY SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3351937,OH0020001,110039740420.0,MWD,UPPER SANDUSKY WWTP,155 INDIAN MILL ROAD,,UPPER SANDUSKY,OH175,OH,43351,40.84227,-83.27795,303(D) Listed
3405780,MDG766150,110012658695.0,POF,THE ASPEN HILL CLUB,14501 HOMECREST ROAD,MONTGOMERY COUNTY,SILVERSPRING,MD031,MD,20906,39.09348,-77.062132,303(D) Listed
3405782,MDG766153,110006643329.0,POF,TWO RIVERS YACHT BASIN,64 TWO RIVERS LANE,CECIL COUNTY,CHESAPEAKE CITY,MD015,MD,21915,39.487486,-75.904504,303(D) Listed
3405785,MDG766158,110012669111.0,POF,RIVER HOUSE,600 ASPEN DRIVE,QUEEN ANNE'S COUNTY,QUEENSTOWNE,MD035,MD,21658,38.910517,-76.117729,303(D) Listed
3405786,MDG766159,110012669120.0,POF,WYE WOODS,201 WYE WOODS WAY,QUEEN ANNE'S COUNTY,QUEENSTOWN,MD035,MD,21658,38.911743,-76.157894,303(D) Listed
3405788,MDG766164,110012668773.0,MXO,JESSE B. MASON SCHOOL,2710 IVERSON STREET,PRINCE GEORGE COUNTY,TEMPLE HILLS,MD033,MD,20748,38.837488,-76.951169,
3405792,MDG766170,110012686316.0,POF,COLUMBIA GYM POOL,6151 DAYLONG LANE,HOWARD COUNTY,COLUMBIA,MD027,MD,21029,39.210835,-76.934576,
3405793,MDG766172,110012668835.0,POF,DASHER GREEN POOL,6805 CRADLEROCK WAY,HOWARD COUNTY,COLUMBIA,MD027,MD,21045,39.194405,-76.841829,303(D) Listed
3358054,NMU000169,110009148225.0,,ALBUQUERQUE METAL RECYCLING,UNKNOWN,,ALBUQUERQUE,NM001,NM,00000,35.040396,-106.655712,
3358055,NMU000171,110011029519.0,,SHIDONI,UNKNOWN,,UNKNOWN,,NM,00000,,,
3404506,AR0046591,110000451715.0,POF,"BEAZER EAST, INC (KOPPERS IND)",2201 EDMONDS ST,"SEC-29,30,32 TWP-2N RNG-11W",NORTH LITTLE ROCK,AR119,AR,72115,34.756944,-92.215278,
3376684,ID0025976,110006797582.0,POF,"BEYER,CARL - CAR-DON MINES","R4E T38N, SEC 24-4 SE 1/4 S",,KAMIAH,ID035,ID,83536,,,
3376686,ID0026085,110006775935.0,POF,RIVERDALE RESORT,3696 N 1600 E,,PRESTON,ID041,ID,83263,42.16456,-111.837749,303(D) Listed
3358191,NMU000002,110011030400.0,,DELTA ENVIRONMENTAL CONSULTANT,UNKNOWN,,UNKNOWN,,NM,00000,,,
3383914,MIA000004,110011126922.0,POF,WALNUTDALE FARMS INC.,4309 14TH STREET,,WAYLAND,MI005,MI,49348,42.732824,-85.68277,
3383916,MIA000007,110013722267.0,,VREBA - HOFF DAIRY I,8502 SOUTH MERIDIAN ROAD,,HUDSON,MI091,MI,49247,41.804392,-84.361408,303(D) Listed
3385789,HI0021113,110010037423.0,MWD,COUNTY OF HAWAII PAPAIKOU-PAUKAA WWTP,108 RAILROAD AVENUE,,HILO,HI001,HI,96720,19.782528,-155.087306,
3385794,HI0021440,110005727428.0,CTG,HONOLULU INTL AIRPORT,HONOLULU INTL AIRPORT,,HONOLULU,HI003,HI,96819,21.333944,-157.923306,
3385797,HI0021563,110009278682.0,CTG,KAPAA LANDFILL,OFF OLD QUARRY RD,,KAILUA,HI003,HI,96734,21.396778,-157.767,
3385810,HI1121156,110013286023.0,,NAVAL INFORMATION OPERATIONS CMD HAWAII FKA NAVAL SECURITY GROUP ACTIVITY,UNKNOWN,,UNKNOWN,HI003,HI,00000,21.476278,-158.051778,303(D) Listed
3405624,MDG766262,110012751815.0,POF,MONTGOMERY COUNTRY CLUB,6550 LAYTONSVILLE ROAD,MONTGOMERY COUNTY,LAYTONSVILLE,MD031,MD,20882,39.20544,-77.14087,303(D) Listed
7419354,HIF000787,110020719668.0,,KUAKINI HIGHWAY IMPROVEMENTS,KUAKINI HWY,QUEEN KAAHUMANU HWY,KAILUA KONA,HI001,HI,00000,19.54732,-155.93371,303(D) Listed
7419355,HIF000788,110020718375.0,,KEAHOLE GENERATING STATION,WAIALUA BEACH RD,,KAILUA-KONA,HI001,HI,96740,,,
7419356,HIF000789,110028074991.0,,INTERSTATE ROUTE H-1 REHAB,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
7419357,HIF000790,110020720905.0,,"SEABURY HALL, PHASE I",95-370 KUAHELANI AVE,,MAKAWAO,HI009,HI,967687352,,,
7419358,HIF000791,110020720941.0,,KAISER PERMANENTE WAIPIO CLIN,2005 MAIN ST,,WAIPAHU,HI003,HI,96797,21.340258,-157.999945,303(D) Listed
7419359,HIF000792,110020739423.0,,WAIMEA TO HILO FIBER OPTIC,272 AAPUEO PARKWAY,,WAIMEA TO HILO,HI003,HI,00000,,,
3282390,AL0056324,110041623954.0,MWD,OZARK SOUTHSIDE WWTF,ALABAMA HIGHWAY 123,,OZARK,AL045,AL,36361,31.389722,-85.609444,
3279256,INA000004,110063919229.0,POF,BOS DAIRY(SANDY RIDGE DAIRIES),UNKNOWN,,UNKNOWN,IN111,IN,00000,41.231776,-87.231516,
3342387,PAP124490,110001134987.0,POF,ROCKWOOD MANUFACTURING CO.,300 MAIN STREET,,ROCKWOOD,PA111,PA,15557,39.913476,-79.163153,
3361392,NE0112810,110000576145.0,MWD,OMAHA PAPILLION CREEK WWTF,15705 HARLAN LEWIS RD,HWY 75 S. TO LAPLATTE THEN E. TO RIVER,OMAHA,NE055,NE,68005,41.08264,-95.88786,
1400463,TXR10PD65,110010130946.0,,THE WOODS,3311 WOODS BLVD.,,TYLER,TX423,TX,75707,32.311785,-95.252931,
6712519,MDG911432,110003548947.0,POF,"TPH INDUSTRIES, INC,",7948 FORT SMALLWOOD ROAD,BALTIMORE CITY,BALTIMORE,MD510,MD,21226,39.170801,-76.534633,303(D) Listed
6712520,MDG911691,110017882736.0,POF,HARBOR WATCH,1232 HUDSON ROAD,DORCHESTER COUNTY,CAMBRIDGE,MD019,MD,21613,38.603003,-76.218624,
6712523,MDG912063,110017882763.0,POF,MD.ST.HWY. ADMINISTRATION,UNKNOWN,,,MD023,MD,00000,,,
6712524,MDG912411,110009686820.0,POF,BP / AMOCO STATION # 28,4608 LIBERTY HEIGHTS AVENUE,BALTIMORE CITY,BALTIMORE,MD510,MD,21217,39.330961,-76.694392,303(D) Listed
3275967,MD0053104,110008489304.0,MWD,WESTOVER GOOSE CRK.FOOD STORE,ROUTE 13,SOMERSET COUNTY,WESTOVER,MD039,MD,21871,38.133611,-75.698056,
3275969,MD0053279,110006641946.0,CTG,GARDEN HOMES MANAGEMENT CORPORATION WWTP,1 DEER RUN PARKWAY,CECIL COUNTY,ELKTON,MD015,MD,21921,39.629167,-75.895278,303(D) Listed
3297510,GMG290122,110011275734.0,,PEL-TEX OIL COMPANY,"FIVE POST OAK PARK, SUITE 1530",,HOUSTON,TX201,TX,77027,29.76947,-95.457601,
3297511,GMG290126,110011275761.0,,TAYLOR ENERGY COMPANY,"1615 POYDRAS STREET, SUITE 500",,NEW ORLEANS,LA071,LA,70112,29.952442,-90.079946,303(D) Listed
3297512,GMG290128,110011275789.0,,UNION OIL CO. OF CALIFORNIA,100 NORTHPARK BLVD.,,COVINGTON,,LA,70433,30.44298,-90.08364,
3406283,MA0101788,110013695260.0,MWD,HUDSON W W T F,ONE MUNICIPAL DRIVE,,HUDSON,MA017,MA,01749,42.4,-71.541111,303(D) Listed
3406287,MA0101877,110013765620.0,MWD,CHELSEA - CSOS,CITYWIDE,,CHELSEA,MA025,MA,02150,42.39,-71.038333,303(D) Listed
3406293,MA0102061,110013678341.0,CTG,ROSE L. MACDONALD SCHOOL,WASTEWATER FACILITY,STEPPING STONE DRIVE,WEST BRIDGEWATER,MA023,MA,02379,42.02361,-71.02917,
3361866,NE0000116,110000596864.0,POF,NESTLE PURINA PETCARE COMPANY,2305 EAST HIGHWAY 33,1 MILE W OF HWY 103 ON HWY 33,CRETE,NE151,NE,68333,40.63756,-96.945724,
3360458,NHR05A455,110009113921.0,POF,BROX INDUSTRIES,UNKNOWN,,ROCHESTER,NH017,NH,00000,43.23142,-70.954216,303(D) Listed
3360461,NHR05A644,110001524084.0,,QUINN BROS CORP,3 CALDWELL DR,,AMHERST,NH011,NH,00000,42.808,-71.576,303(D) Listed
3360463,NHR10A298,110006074595.0,,WAL-MART STORE #1796,RTE 101A,,AMHERST,NH011,NH,00000,42.811466,-71.5809,303(D) Listed
3377755,MOG490178,110009047913.0,POF,MARTIN MARIETTA MATERIALS RANDOLPH MINE,401 RANDOLPH RD,,KANSAS CITY,MO047,MO,64161,39.1566947,-94.495247,
3378994,MO0101648,110039802808.0,MWD,BLACKWATER WWTF,125 MAIN STREET,0.45 MILES SE OF FRAY ST. /TRIGG AVE.,BLACKWATER,MO053,MO,65322,38.9760866,-92.985304,
3378997,MO0101702,110017984608.0,POF,FOREST CITY FACILITY (SMELTER),25102 LIBERTY RD.,PO BOX 156,FOREST CITY,MO087,MO,64451,40.0305522,-95.234891,
3405773,MDG766139,110012669264.0,MXO,CCBC - CATONSVILLE CAMPUS,800 S. ROLLING ROAD,BALTIMORE COUNTY,CATONSVILLE,MD005,MD,21228,39.256297,-76.729977,303(D) Listed
3405777,MDG766145,110012669308.0,POF,TOWN CREEK RECREATION PARK,KING DRIVE,ST. MARY'S COUNTY,CALIFORNIA,MD037,MD,20653,38.30238,-76.5268,303(D) Listed
5649540,UTR100994,110014331446.0,POF,TARGET SHOPPING CENTER,ALPINE VALLEY CENTER,600 WEST MAIN STREET,AMERICAN FORK,UT049,UT,84003,40.3992,-111.7979,303(D) Listed
5649541,UTR101003,110014331455.0,POF,HOME DEPOT,1550 SOUTH UNIVERSITY AVENUE,,PROVO,UT049,UT,84601,40.214286,-111.659179,303(D) Listed
5649542,UTR101035,110013807354.0,POF,WALMART NEIGHBORHOOD MRKT STR,#5206-00 CLC PROJECT #30020179,US HIGHWAY 89/SKYLINE DR,SOUTH OGDEN,UT057,UT,84403,41.1811,-111.9441,303(D) Listed
5649543,UTR101042,110014331464.0,POF,"AMSOURCE, R & O CONSTRUCTION",NORTHGATE SHOPPING CENTER,1000 NORTH 200 EAST,SPANISH FORK,UT049,UT,84660,40.1,-111.6478,303(D) Listed
3376620,IDR05A490,110007514804.0,POF,KINROSS DELAMAR MINING COMPANY,23.5 MILES E. OF JORDAN VALLEY VIA TROUT CREEK RD,DELAMAR AND STONE CABIN MINES,SILVER CITY,ID073,ID,83650,42.977008,-117.06583,303(D) Listed
3369617,MOR23D081,110009880664.0,POF,SPARTECH CAPE GIRARDEAU PLANT,2500 SPARTECH DR,,CAPE GIRARDEAU,MO031,MO,63701,37.3118879,-89.555804,
3376621,IDR05A60F,110070148235.0,FDF,U.S. DEPT OF ENERGY - IDAHO NATIONAL ENGINEERING AND ENVIRONMENTAL LAB (INEEL),850 ENERGY DRIVE,IDAHO NATIONAL ENGINEERING AND ENVIRONMENTAL LAB,IDAHO FALLS,ID019,ID,83401,43.518501,-112.043315,
3376624,IDS027561,110063648389.0,CTG,BOISE AND GARDEN CITY AREA MS4,BOISE & GARDEN CITY (6 CO-PERMITTEES),"BOISE AND GARDEN CITY, IDAHO AREA MS4",BOISE,ID001,ID,83701,43.629583,-116.238528,
3406265,MA0101338,110008993143.0,MWD,LUDLOW W W T P,MOTYKA STREET TO STATE STREET,,LUDLOW,MA013,MA,01056,42.1622,-72.48615,
3358197,NMU000012,110009148369.0,,BASS ENTERPRISES,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358199,NMU000015,110011030507.0,,BRIDGE OIL COMPANY,UNKNOWN,,UNKNOWN,,NM,00000,,,
3405330,MDG912864,110011132746.0,,TOWN OF BERLIN,UNKNOWN,,,MD047,MD,00000,38.327756,-75.218306,303(D) Listed
3405334,MDG912961,110011132808.0,,WHITEFORD HIGHWAY MAINTENANCE,UNKNOWN,,UNKNOWN,MD025,MD,00000,,,
3405336,MDG913123,110011132844.0,,DMO POCOMOKE CITY BULK PLANT,UNKNOWN,,UNKNOWN,MD047,MD,00000,,,
3405337,MDG913124,110019878676.0,POF,DELMARVA OIL-BERLIN BULK PLANT,HARRISON AVENUE,WORCESTER COUNTY,BERLIN,MD047,MD,21811,38.32988,-75.22108,303(D) Listed
3405340,MDG913204,110011129457.0,,"WESTMINSTER LAWN SERVICE,INC",UNKNOWN,,WESTMINSTER,MD013,MD,00000,39.578611,-76.994722,303(D) Listed
3405341,MDG913220,110008479217.0,,GREEN FIELDS GOLF COURSE,TATTERSON PROPERTY,LOGTOWN ROAD,BERLIN,MD047,MD,21811,38.36306,-75.27104,
3405342,MDG913222,110011132318.0,,RIVER DOWNS WWTP,UNKNOWN,,,MD013,MD,00000,39.514708,-76.878138,303(D) Listed
3358192,NMU000004,110011030428.0,,UNDERGROUND SURFACE TANIC BU-,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358193,NMU000006,110022740060.0,,B & E INC.,UNKNOWN,,ALBUQUERQUE,NM001,NM,00000,35.055644,-106.645124,
3360617,NH0100986,110006619436.0,MWD,PITTSFIELD WASTEWATER TREATMENT FACILITY,127 SOUTH MAIN STREET,127 SOUTH MAIN STREET,PITTSFIELD,NH013,NH,03263,43.291201,-71.323864,
3424582,AKG375842,110012815203.0,POF,DENNIS E SILER / GRANT CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
5648862,NMU000348,110014333266.0,,MESA AIR LINES,CAVERN CITY AIR TERMINAL,,UNKNOWN,,NM,00000,32.3457,-104.25231,
5648863,NMU000350,110014326568.0,,SAN JUAN COLLEGE,"W OF FARMINGTON ON US64, 1.5 M",N. ON NM170,SAN JUAN COUNTY,NM045,NM,00000,36.759642,-108.241736,303(D) Listed
